precinct,office,district,candidate,party,votes
32-860 Yakutat,State House,32,"Walker, Richard H.",REP,19
32-860 Yakutat,State House,32,"Stutes, Louise",REP,25
33-500 Douglas,U.S. House,1,Registered Voters,,1771
33-500 Douglas,U.S. House,1,Times Counted,,366
33-500 Douglas,U.S. House,1,"Cumings, Christophe",DEM,23
33-500 Douglas,U.S. House,1,"Galvin, Alyse S.",DEM,208
33-500 Douglas,U.S. House,1,"Hafner, Carol",DEM,49
33-500 Douglas,U.S. House,1,"Shein, Dimitri",DEM,49
33-500 Douglas,U.S. House,1,Registered Voters,,1771
33-500 Douglas,U.S. House,1,Times Counted,,126
33-500 Douglas,U.S. House,1,"Nelson, Thomas",REP,28
33-500 Douglas,U.S. House,1,"Whittaker, Jed",REP,22
33-500 Douglas,U.S. House,1,"Young, Don",REP,72
33-500 Douglas,GOVERNOR,,Registered Voters,,1771
33-500 Douglas,GOVERNOR,,Times Counted,,366
33-500 Douglas,GOVERNOR,,"Begich, Mark",DEM,212
33-500 Douglas,GOVERNOR,,"Toien, William S.",LIB,60
33-500 Douglas,GOVERNOR,,Registered Voters,,1771
33-500 Douglas,GOVERNOR,,Times Counted,,126
33-500 Douglas,GOVERNOR,,"Colbry, Darin A.",REP,2
33-500 Douglas,GOVERNOR,,"Dunleavy, Mike J.",REP,49
33-500 Douglas,GOVERNOR,,"Gordon, Thomas A.",REP,1
33-500 Douglas,GOVERNOR,,"Heikes, Gerald L.",REP,1
33-500 Douglas,GOVERNOR,,"Hlatcu, Merica",REP,1
33-500 Douglas,GOVERNOR,,"Sheldon, Michael D.",REP,5
33-500 Douglas,GOVERNOR,,"Treadwell, Mead",REP,61
33-500 Douglas,LIEUTENANT GOVERNOR,,Registered Voters,,1771
33-500 Douglas,LIEUTENANT GOVERNOR,,Times Counted,,366
33-500 Douglas,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,233
33-500 Douglas,LIEUTENANT GOVERNOR,,Registered Voters,,1771
33-500 Douglas,LIEUTENANT GOVERNOR,,Times Counted,,126
33-500 Douglas,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
33-500 Douglas,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,12
33-500 Douglas,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,8
33-500 Douglas,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,45
33-500 Douglas,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,29
33-500 Douglas,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,9
33-500 Douglas,State Senate,Q,Registered Voters,,1771
33-500 Douglas,State Senate,Q,Times Counted,,366
33-500 Douglas,State Senate,Q,"Kiehl, Jesse",DEM,324
33-500 Douglas,State House,33,Registered Voters,,1771
33-500 Douglas,State House,33,Times Counted,,366
33-500 Douglas,State House,33,"Morphet, Tom",DEM,41
33-500 Douglas,State House,33,"Handy, Steven D.",DEM,65
33-500 Douglas,State House,33,"Hannan, Sara",DEM,229
33-500 Douglas,State House,33,"Hart, James E.",DEM,13
33-505 Gustavus,U.S. House,1,Registered Voters,,522
33-505 Gustavus,U.S. House,1,Times Counted,,115
33-505 Gustavus,U.S. House,1,"Cumings, Christophe",DEM,3
33-505 Gustavus,U.S. House,1,"Galvin, Alyse S.",DEM,33
33-505 Gustavus,U.S. House,1,"Hafner, Carol",DEM,14
33-505 Gustavus,U.S. House,1,"Shein, Dimitri",DEM,59
33-505 Gustavus,U.S. House,1,Registered Voters,,522
33-505 Gustavus,U.S. House,1,Times Counted,,55
33-505 Gustavus,U.S. House,1,"Nelson, Thomas",REP,7
33-505 Gustavus,U.S. House,1,"Whittaker, Jed",REP,15
33-505 Gustavus,U.S. House,1,"Young, Don",REP,31
33-505 Gustavus,GOVERNOR,,Registered Voters,,522
33-505 Gustavus,GOVERNOR,,Times Counted,,115
33-505 Gustavus,GOVERNOR,,"Begich, Mark",DEM,80
33-505 Gustavus,GOVERNOR,,"Toien, William S.",LIB,15
33-505 Gustavus,GOVERNOR,,Registered Voters,,522
33-505 Gustavus,GOVERNOR,,Times Counted,,55
33-505 Gustavus,GOVERNOR,,"Colbry, Darin A.",REP,0
33-505 Gustavus,GOVERNOR,,"Dunleavy, Mike J.",REP,31
33-505 Gustavus,GOVERNOR,,"Gordon, Thomas A.",REP,2
33-505 Gustavus,GOVERNOR,,"Heikes, Gerald L.",REP,0
33-505 Gustavus,GOVERNOR,,"Hlatcu, Merica",REP,3
33-505 Gustavus,GOVERNOR,,"Sheldon, Michael D.",REP,1
33-505 Gustavus,GOVERNOR,,"Treadwell, Mead",REP,17
33-505 Gustavus,LIEUTENANT GOVERNOR,,Registered Voters,,522
33-505 Gustavus,LIEUTENANT GOVERNOR,,Times Counted,,115
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,87
33-505 Gustavus,LIEUTENANT GOVERNOR,,Registered Voters,,522
33-505 Gustavus,LIEUTENANT GOVERNOR,,Times Counted,,55
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,7
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,7
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,15
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,17
33-505 Gustavus,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,4
33-505 Gustavus,State Senate,Q,Registered Voters,,522
33-505 Gustavus,State Senate,Q,Times Counted,,115
33-505 Gustavus,State Senate,Q,"Kiehl, Jesse",DEM,105
33-505 Gustavus,State House,33,Registered Voters,,522
33-505 Gustavus,State House,33,Times Counted,,115
33-505 Gustavus,State House,33,"Morphet, Tom",DEM,8
33-505 Gustavus,State House,33,"Handy, Steven D.",DEM,11
33-505 Gustavus,State House,33,"Hannan, Sara",DEM,90
33-505 Gustavus,State House,33,"Hart, James E.",DEM,2
33-510 Juneau No. 1,U.S. House,1,Registered Voters,,2526
33-510 Juneau No. 1,U.S. House,1,Times Counted,,351
33-510 Juneau No. 1,U.S. House,1,"Cumings, Christophe",DEM,11
33-510 Juneau No. 1,U.S. House,1,"Galvin, Alyse S.",DEM,219
33-510 Juneau No. 1,U.S. House,1,"Hafner, Carol",DEM,47
33-510 Juneau No. 1,U.S. House,1,"Shein, Dimitri",DEM,51
33-510 Juneau No. 1,U.S. House,1,Registered Voters,,2526
33-510 Juneau No. 1,U.S. House,1,Times Counted,,146
33-510 Juneau No. 1,U.S. House,1,"Nelson, Thomas",REP,24
33-510 Juneau No. 1,U.S. House,1,"Whittaker, Jed",REP,25
33-510 Juneau No. 1,U.S. House,1,"Young, Don",REP,87
33-510 Juneau No. 1,GOVERNOR,,Registered Voters,,2526
33-510 Juneau No. 1,GOVERNOR,,Times Counted,,351
33-510 Juneau No. 1,GOVERNOR,,"Begich, Mark",DEM,197
33-510 Juneau No. 1,GOVERNOR,,"Toien, William S.",LIB,63
33-510 Juneau No. 1,GOVERNOR,,Registered Voters,,2526
33-510 Juneau No. 1,GOVERNOR,,Times Counted,,146
33-510 Juneau No. 1,GOVERNOR,,"Colbry, Darin A.",REP,0
33-510 Juneau No. 1,GOVERNOR,,"Dunleavy, Mike J.",REP,68
33-510 Juneau No. 1,GOVERNOR,,"Gordon, Thomas A.",REP,2
33-510 Juneau No. 1,GOVERNOR,,"Heikes, Gerald L.",REP,1
33-510 Juneau No. 1,GOVERNOR,,"Hlatcu, Merica",REP,1
33-510 Juneau No. 1,GOVERNOR,,"Sheldon, Michael D.",REP,5
33-510 Juneau No. 1,GOVERNOR,,"Treadwell, Mead",REP,66
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2526
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,Times Counted,,351
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,197
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2526
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,Times Counted,,146
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,11
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,13
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,58
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,30
33-510 Juneau No. 1,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,7
33-510 Juneau No. 1,State Senate,Q,Registered Voters,,2526
33-510 Juneau No. 1,State Senate,Q,Times Counted,,351
33-510 Juneau No. 1,State Senate,Q,"Kiehl, Jesse",DEM,320
33-510 Juneau No. 1,State House,33,Registered Voters,,2526
33-510 Juneau No. 1,State House,33,Times Counted,,351
33-510 Juneau No. 1,State House,33,"Morphet, Tom",DEM,34
33-510 Juneau No. 1,State House,33,"Handy, Steven D.",DEM,76
33-510 Juneau No. 1,State House,33,"Hannan, Sara",DEM,215
33-510 Juneau No. 1,State House,33,"Hart, James E.",DEM,8
33-515 Juneau No. 2,U.S. House,1,Registered Voters,,2470
33-515 Juneau No. 2,U.S. House,1,Times Counted,,575
33-515 Juneau No. 2,U.S. House,1,"Cumings, Christophe",DEM,21
33-515 Juneau No. 2,U.S. House,1,"Galvin, Alyse S.",DEM,392
33-515 Juneau No. 2,U.S. House,1,"Hafner, Carol",DEM,39
33-515 Juneau No. 2,U.S. House,1,"Shein, Dimitri",DEM,96
33-515 Juneau No. 2,U.S. House,1,Registered Voters,,2470
33-515 Juneau No. 2,U.S. House,1,Times Counted,,123
33-515 Juneau No. 2,U.S. House,1,"Nelson, Thomas",REP,24
33-515 Juneau No. 2,U.S. House,1,"Whittaker, Jed",REP,28
33-515 Juneau No. 2,U.S. House,1,"Young, Don",REP,56
33-515 Juneau No. 2,GOVERNOR,,Registered Voters,,2470
33-515 Juneau No. 2,GOVERNOR,,Times Counted,,575
33-515 Juneau No. 2,GOVERNOR,,"Begich, Mark",DEM,289
33-515 Juneau No. 2,GOVERNOR,,"Toien, William S.",LIB,84
33-515 Juneau No. 2,GOVERNOR,,Registered Voters,,2470
33-515 Juneau No. 2,GOVERNOR,,Times Counted,,123
33-515 Juneau No. 2,GOVERNOR,,"Colbry, Darin A.",REP,2
33-515 Juneau No. 2,GOVERNOR,,"Dunleavy, Mike J.",REP,32
33-515 Juneau No. 2,GOVERNOR,,"Gordon, Thomas A.",REP,2
33-515 Juneau No. 2,GOVERNOR,,"Heikes, Gerald L.",REP,1
33-515 Juneau No. 2,GOVERNOR,,"Hlatcu, Merica",REP,6
33-515 Juneau No. 2,GOVERNOR,,"Sheldon, Michael D.",REP,2
33-515 Juneau No. 2,GOVERNOR,,"Treadwell, Mead",REP,75
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,2470
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,Times Counted,,575
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,298
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,2470
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,Times Counted,,123
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,10
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,15
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,16
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,33
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,27
33-515 Juneau No. 2,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
33-515 Juneau No. 2,State Senate,Q,Registered Voters,,2470
33-515 Juneau No. 2,State Senate,Q,Times Counted,,575
33-515 Juneau No. 2,State Senate,Q,"Kiehl, Jesse",DEM,539
33-515 Juneau No. 2,State House,33,Registered Voters,,2470
33-515 Juneau No. 2,State House,33,Times Counted,,575
33-515 Juneau No. 2,State House,33,"Morphet, Tom",DEM,75
33-515 Juneau No. 2,State House,33,"Handy, Steven D.",DEM,83
33-515 Juneau No. 2,State House,33,"Hannan, Sara",DEM,401
33-515 Juneau No. 2,State House,33,"Hart, James E.",DEM,4
33-520 Juneau No. 3,U.S. House,1,Registered Voters,,1077
33-520 Juneau No. 3,U.S. House,1,Times Counted,,153
33-520 Juneau No. 3,U.S. House,1,"Cumings, Christophe",DEM,4
33-520 Juneau No. 3,U.S. House,1,"Galvin, Alyse S.",DEM,104
33-520 Juneau No. 3,U.S. House,1,"Hafner, Carol",DEM,22
33-520 Juneau No. 3,U.S. House,1,"Shein, Dimitri",DEM,14
33-520 Juneau No. 3,U.S. House,1,Registered Voters,,1077
33-520 Juneau No. 3,U.S. House,1,Times Counted,,67
33-520 Juneau No. 3,U.S. House,1,"Nelson, Thomas",REP,16
33-520 Juneau No. 3,U.S. House,1,"Whittaker, Jed",REP,7
33-520 Juneau No. 3,U.S. House,1,"Young, Don",REP,41
33-520 Juneau No. 3,GOVERNOR,,Registered Voters,,1077
33-520 Juneau No. 3,GOVERNOR,,Times Counted,,153
33-520 Juneau No. 3,GOVERNOR,,"Begich, Mark",DEM,95
33-520 Juneau No. 3,GOVERNOR,,"Toien, William S.",LIB,23
33-520 Juneau No. 3,GOVERNOR,,Registered Voters,,1077
33-520 Juneau No. 3,GOVERNOR,,Times Counted,,67
33-520 Juneau No. 3,GOVERNOR,,"Colbry, Darin A.",REP,0
33-520 Juneau No. 3,GOVERNOR,,"Dunleavy, Mike J.",REP,33
33-520 Juneau No. 3,GOVERNOR,,"Gordon, Thomas A.",REP,1
33-520 Juneau No. 3,GOVERNOR,,"Heikes, Gerald L.",REP,0
33-520 Juneau No. 3,GOVERNOR,,"Hlatcu, Merica",REP,3
33-520 Juneau No. 3,GOVERNOR,,"Sheldon, Michael D.",REP,0
33-520 Juneau No. 3,GOVERNOR,,"Treadwell, Mead",REP,27
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,Registered Voters,,1077
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,Times Counted,,153
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,96
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,Registered Voters,,1077
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,Times Counted,,67
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,4
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,4
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,6
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,28
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,16
33-520 Juneau No. 3,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
33-520 Juneau No. 3,State Senate,Q,Registered Voters,,1077
33-520 Juneau No. 3,State Senate,Q,Times Counted,,153
33-520 Juneau No. 3,State Senate,Q,"Kiehl, Jesse",DEM,138
33-520 Juneau No. 3,State House,33,Registered Voters,,1077
33-520 Juneau No. 3,State House,33,Times Counted,,153
33-520 Juneau No. 3,State House,33,"Morphet, Tom",DEM,16
33-520 Juneau No. 3,State House,33,"Handy, Steven D.",DEM,27
33-520 Juneau No. 3,State House,33,"Hannan, Sara",DEM,101
33-520 Juneau No. 3,State House,33,"Hart, James E.",DEM,1
33-525 Lemon Creek,U.S. House,1,Registered Voters,,2293
33-525 Lemon Creek,U.S. House,1,Times Counted,,159
33-525 Lemon Creek,U.S. House,1,"Cumings, Christophe",DEM,17
33-525 Lemon Creek,U.S. House,1,"Galvin, Alyse S.",DEM,54
33-525 Lemon Creek,U.S. House,1,"Hafner, Carol",DEM,41
33-525 Lemon Creek,U.S. House,1,"Shein, Dimitri",DEM,30
33-525 Lemon Creek,U.S. House,1,Registered Voters,,2293
33-525 Lemon Creek,U.S. House,1,Times Counted,,111
33-525 Lemon Creek,U.S. House,1,"Nelson, Thomas",REP,22
33-525 Lemon Creek,U.S. House,1,"Whittaker, Jed",REP,18
33-525 Lemon Creek,U.S. House,1,"Young, Don",REP,68
33-525 Lemon Creek,GOVERNOR,,Registered Voters,,2293
33-525 Lemon Creek,GOVERNOR,,Times Counted,,159
33-525 Lemon Creek,GOVERNOR,,"Begich, Mark",DEM,117
33-525 Lemon Creek,GOVERNOR,,"Toien, William S.",LIB,22
33-525 Lemon Creek,GOVERNOR,,Registered Voters,,2293
33-525 Lemon Creek,GOVERNOR,,Times Counted,,111
33-525 Lemon Creek,GOVERNOR,,"Colbry, Darin A.",REP,0
33-525 Lemon Creek,GOVERNOR,,"Dunleavy, Mike J.",REP,67
33-525 Lemon Creek,GOVERNOR,,"Gordon, Thomas A.",REP,2
33-525 Lemon Creek,GOVERNOR,,"Heikes, Gerald L.",REP,1
33-525 Lemon Creek,GOVERNOR,,"Hlatcu, Merica",REP,0
33-525 Lemon Creek,GOVERNOR,,"Sheldon, Michael D.",REP,6
33-525 Lemon Creek,GOVERNOR,,"Treadwell, Mead",REP,31
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,Registered Voters,,2293
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,Times Counted,,159
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,110
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,Registered Voters,,2293
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,Times Counted,,111
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,6
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,7
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,13
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,45
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,17
33-525 Lemon Creek,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,13
33-525 Lemon Creek,State Senate,Q,Registered Voters,,2293
33-525 Lemon Creek,State Senate,Q,Times Counted,,159
33-525 Lemon Creek,State Senate,Q,"Kiehl, Jesse",DEM,138
33-525 Lemon Creek,State House,33,Registered Voters,,2293
33-525 Lemon Creek,State House,33,Times Counted,,159
33-525 Lemon Creek,State House,33,"Morphet, Tom",DEM,13
33-525 Lemon Creek,State House,33,"Handy, Steven D.",DEM,29
33-525 Lemon Creek,State House,33,"Hannan, Sara",DEM,87
33-525 Lemon Creek,State House,33,"Hart, James E.",DEM,17
33-530 North Douglas,U.S. House,1,Registered Voters,,1545
33-530 North Douglas,U.S. House,1,Times Counted,,303
33-530 North Douglas,U.S. House,1,"Cumings, Christophe",DEM,9
33-530 North Douglas,U.S. House,1,"Galvin, Alyse S.",DEM,190
33-530 North Douglas,U.S. House,1,"Hafner, Carol",DEM,41
33-530 North Douglas,U.S. House,1,"Shein, Dimitri",DEM,43
33-530 North Douglas,U.S. House,1,Registered Voters,,1545
33-530 North Douglas,U.S. House,1,Times Counted,,104
33-530 North Douglas,U.S. House,1,"Nelson, Thomas",REP,14
33-530 North Douglas,U.S. House,1,"Whittaker, Jed",REP,15
33-530 North Douglas,U.S. House,1,"Young, Don",REP,71
33-530 North Douglas,GOVERNOR,,Registered Voters,,1545
33-530 North Douglas,GOVERNOR,,Times Counted,,303
33-530 North Douglas,GOVERNOR,,"Begich, Mark",DEM,164
33-530 North Douglas,GOVERNOR,,"Toien, William S.",LIB,51
33-530 North Douglas,GOVERNOR,,Registered Voters,,1545
33-530 North Douglas,GOVERNOR,,Times Counted,,104
33-530 North Douglas,GOVERNOR,,"Colbry, Darin A.",REP,1
33-530 North Douglas,GOVERNOR,,"Dunleavy, Mike J.",REP,44
33-530 North Douglas,GOVERNOR,,"Gordon, Thomas A.",REP,0
33-530 North Douglas,GOVERNOR,,"Heikes, Gerald L.",REP,1
33-530 North Douglas,GOVERNOR,,"Hlatcu, Merica",REP,0
33-530 North Douglas,GOVERNOR,,"Sheldon, Michael D.",REP,0
33-530 North Douglas,GOVERNOR,,"Treadwell, Mead",REP,56
33-530 North Douglas,LIEUTENANT GOVERNOR,,Registered Voters,,1545
33-530 North Douglas,LIEUTENANT GOVERNOR,,Times Counted,,303
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,175
33-530 North Douglas,LIEUTENANT GOVERNOR,,Registered Voters,,1545
33-530 North Douglas,LIEUTENANT GOVERNOR,,Times Counted,,104
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,7
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,6
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,9
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,48
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,20
33-530 North Douglas,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,5
33-530 North Douglas,State Senate,Q,Registered Voters,,1545
33-530 North Douglas,State Senate,Q,Times Counted,,303
33-530 North Douglas,State Senate,Q,"Kiehl, Jesse",DEM,261
33-530 North Douglas,State House,33,Registered Voters,,1545
33-530 North Douglas,State House,33,Times Counted,,303
33-530 North Douglas,State House,33,"Morphet, Tom",DEM,29
33-530 North Douglas,State House,33,"Handy, Steven D.",DEM,67
33-530 North Douglas,State House,33,"Hannan, Sara",DEM,194
33-530 North Douglas,State House,33,"Hart, James E.",DEM,3
33-540 Skagway,U.S. House,1,Registered Voters,,1152
33-540 Skagway,U.S. House,1,Times Counted,,130
33-540 Skagway,U.S. House,1,"Cumings, Christophe",DEM,4
33-540 Skagway,U.S. House,1,"Galvin, Alyse S.",DEM,28
33-540 Skagway,U.S. House,1,"Hafner, Carol",DEM,29
33-540 Skagway,U.S. House,1,"Shein, Dimitri",DEM,61
33-540 Skagway,U.S. House,1,Registered Voters,,1152
33-540 Skagway,U.S. House,1,Times Counted,,72
33-540 Skagway,U.S. House,1,"Nelson, Thomas",REP,10
33-540 Skagway,U.S. House,1,"Whittaker, Jed",REP,11
33-540 Skagway,U.S. House,1,"Young, Don",REP,51
33-540 Skagway,GOVERNOR,,Registered Voters,,1152
33-540 Skagway,GOVERNOR,,Times Counted,,130
33-540 Skagway,GOVERNOR,,"Begich, Mark",DEM,107
33-540 Skagway,GOVERNOR,,"Toien, William S.",LIB,17
33-540 Skagway,GOVERNOR,,Registered Voters,,1152
33-540 Skagway,GOVERNOR,,Times Counted,,72
33-540 Skagway,GOVERNOR,,"Colbry, Darin A.",REP,0
33-540 Skagway,GOVERNOR,,"Dunleavy, Mike J.",REP,37
33-540 Skagway,GOVERNOR,,"Gordon, Thomas A.",REP,3
33-540 Skagway,GOVERNOR,,"Heikes, Gerald L.",REP,0
33-540 Skagway,GOVERNOR,,"Hlatcu, Merica",REP,0
33-540 Skagway,GOVERNOR,,"Sheldon, Michael D.",REP,2
33-540 Skagway,GOVERNOR,,"Treadwell, Mead",REP,24
33-540 Skagway,LIEUTENANT GOVERNOR,,Registered Voters,,1152
33-540 Skagway,LIEUTENANT GOVERNOR,,Times Counted,,130
33-540 Skagway,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,110
33-540 Skagway,LIEUTENANT GOVERNOR,,Registered Voters,,1152
33-540 Skagway,LIEUTENANT GOVERNOR,,Times Counted,,72
33-540 Skagway,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,3
33-540 Skagway,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,6
33-540 Skagway,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
33-540 Skagway,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,17
33-540 Skagway,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,21
33-540 Skagway,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,5
33-540 Skagway,State Senate,Q,Registered Voters,,1152
33-540 Skagway,State Senate,Q,Times Counted,,130
33-540 Skagway,State Senate,Q,"Kiehl, Jesse",DEM,117
33-540 Skagway,State House,33,Registered Voters,,1152
33-540 Skagway,State House,33,Times Counted,,130
33-540 Skagway,State House,33,"Morphet, Tom",DEM,73
33-540 Skagway,State House,33,"Handy, Steven D.",DEM,7
33-540 Skagway,State House,33,"Hannan, Sara",DEM,42
33-540 Skagway,State House,33,"Hart, James E.",DEM,5
33-545 Haines No. 1,U.S. House,1,Registered Voters,,2032
33-545 Haines No. 1,U.S. House,1,Times Counted,,224
33-545 Haines No. 1,U.S. House,1,"Cumings, Christophe",DEM,14
33-545 Haines No. 1,U.S. House,1,"Galvin, Alyse S.",DEM,79
33-545 Haines No. 1,U.S. House,1,"Hafner, Carol",DEM,48
33-545 Haines No. 1,U.S. House,1,"Shein, Dimitri",DEM,45
33-545 Haines No. 1,U.S. House,1,Registered Voters,,2032
33-545 Haines No. 1,U.S. House,1,Times Counted,,137
33-545 Haines No. 1,U.S. House,1,"Nelson, Thomas",REP,18
33-545 Haines No. 1,U.S. House,1,"Whittaker, Jed",REP,14
33-545 Haines No. 1,U.S. House,1,"Young, Don",REP,105
33-545 Haines No. 1,GOVERNOR,,Registered Voters,,2032
33-545 Haines No. 1,GOVERNOR,,Times Counted,,224
33-545 Haines No. 1,GOVERNOR,,"Begich, Mark",DEM,175
33-545 Haines No. 1,GOVERNOR,,"Toien, William S.",LIB,25
33-545 Haines No. 1,GOVERNOR,,Registered Voters,,2032
33-545 Haines No. 1,GOVERNOR,,Times Counted,,137
33-545 Haines No. 1,GOVERNOR,,"Colbry, Darin A.",REP,2
33-545 Haines No. 1,GOVERNOR,,"Dunleavy, Mike J.",REP,76
33-545 Haines No. 1,GOVERNOR,,"Gordon, Thomas A.",REP,2
33-545 Haines No. 1,GOVERNOR,,"Heikes, Gerald L.",REP,2
33-545 Haines No. 1,GOVERNOR,,"Hlatcu, Merica",REP,3
33-545 Haines No. 1,GOVERNOR,,"Sheldon, Michael D.",REP,8
33-545 Haines No. 1,GOVERNOR,,"Treadwell, Mead",REP,38
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2032
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,Times Counted,,224
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,165
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2032
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,Times Counted,,137
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,16
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,10
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,33
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,31
33-545 Haines No. 1,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,12
33-545 Haines No. 1,State Senate,Q,Registered Voters,,2032
33-545 Haines No. 1,State Senate,Q,Times Counted,,224
33-545 Haines No. 1,State Senate,Q,"Kiehl, Jesse",DEM,174
33-545 Haines No. 1,State House,33,Registered Voters,,2032
